,Category,JD_Link,Job_title,Job_title_sub,Experience_level,Salary,Location,Job_desc_raw,Job Function:,Industry:,Specialization:,Role:,Qualification:,Employment Type:,Vacancies:,Hiring Location:
722,ETL Developer,https://www.timesjobs.com/job-detail/ltimindtree-hiring-snowflake-ltimindtree-ltd-bengaluru-bangalore-chennai-hyderabad-secunderabad-mumbai-pune-3-to-8-yrs-jobid-OSpLrWfYoiNzpSvf__PLUS__uAgZw==&source=srp,LTIMindtree Hiring Snowflake,LTIMindtree Ltd.,card_travel 3 to 8 yrs,₹ As per Industry Standards,"location_on Bengaluru/ Bangalore (Karnataka), Chennai (Tamil Nadu), Hyderabad/ Secunderabad (Andhra Pradesh), Mumbai (Maharashtra), Pune (Maharashtra)","
Job Description
Job Title: LTIMindtree Hiring Snowflake Professionals

Location: Mumbai/Pune/Chennai/Coimbatore/Hyderabad

Experience: 3 to 20yrs

Skills: Snowflake, Sql, ETL

Job Description
-Must have experience working as a snowflake, Data warehouse, ETL, BI projects.
-Must have experience at least two end to end implementation of Snowflake cloud data warehouse migration projects and end to end data warehouse implementations on-premise & cloud.
-Should have very good hands on experience in ETL tools
-Should have very good hands on experience in API handling, Java, Python
-Expertise in Snowflake data modelling, ELT using Snowflake SQL, implementing complex stored Procedures and standard DWH and ETL concepts
-Expertise in Snowflake advanced concepts like setting up resource monitors, RBAC controls, virtual warehouse sizing, query performance tuning, Zero copy clone, time travel and understand how to use these features
-Expertise in deploying Snowflake features such as data sharing, events and lake-house patterns
-Hands-on experience with Snowflake utilities, SnowSQL, SnowPipe, Big Data model techniques using Python
-Experience in Data Migration from RDBMS to Snowflake cloud data warehouse
-Deep understanding of relational as well as NoSQL data stores, methods and approaches (star and snowflake, dimensional modelling)
-Experience with data security and data access controls and design
-Build processes supporting data transformation, data structures, metadata, dependency and workload management
-Proficiency in RDBMS, complex SQL, PL/SQL, Unix Shell Scripting, performance tuning and troubleshoot
-Provide resolution to an extensive range of complicated data pipeline related problems, proactively and as issues surface
-Should be able to troubleshoot problems across infrastructure, platform and application domains.
-Resolve technical issues of projects and Explore alternate designs
 
",IT Software : Software Products & Services,IT-Software,Application Programming,,Any Graduate,Full Time,,
723,ETL Developer,https://www.timesjobs.com/job-detail/etl-software-testing-dwh-testing-hr-jobs-placements-hyderabad-secunderabad-kolkata-mumbai-noida-greater-noida-pune-5-to-10-yrs-jobid-wGnWUlrkW1JzpSvf__PLUS__uAgZw==&source=srp,"ETL Software Testing,DWH Testing",HR Jobs Placements,card_travel 5 to 10 yrs,₹ Best in Industry,"location_on Hyderabad/ Secunderabad (Andhra Pradesh), Kolkata (West Bengal), Mumbai (Maharashtra), Noida/ Greater Noida (Uttar Pradesh), Pune (Maharashtra)","
Job Description

5+ years of experience in DB and ETL testing

	Should have operational experience in Informatica ETL Tool.(Primary)

	Should have good knowledge in DWH concepts(Primary)

	Should have strong Database (Oracle / SQL server) , SQL writing skills and DB concepts.(Primary)

	Should have strong SQL performance testing , query optimization and troubleshooting skills (Imp from client assessment perspective)

	Should have experience in automation tools for ETL , database , data warehouse testing like Informatica DVO or Query Surge etc. , .

	Should have experience in preparing Test strategy and Test design documents

	Should have experience in preparing Test plan

	Should have strong knowledge in designing Test cases as per business Requirements

	Should have strong experience in defect tracking with any of the defect management tool , preferably JIRA.

	Should have minimum experience in testing BI Reports built in any of tools like Tableau , Qlikview , Cognos etc.

",IT Software : Software Products & Services,IT-Software,Quality Assurance/Testing,,Any Graduate,Full Time,,
724,ETL Developer,https://www.timesjobs.com/job-detail/sfdc-developer-sa-technology-bengaluru-bangalore-hyderabad-secunderabad-5-to-8-yrs-jobid-y__SLASH__axNo6uI7FzpSvf__PLUS__uAgZw==&source=srp,SFDC developer,SA  Technology,card_travel 5 to 8 yrs,₹ Rs 10.00 - 20.00 Lacs p.a.,"location_on Bengaluru/ Bangalore (Karnataka), Hyderabad/ Secunderabad (Andhra Pradesh)","
Job Description
Senior Software Engineer - IT - India
Exp: 5-8 Years
Location: Hyderabad/Bangalore [All 5 days WFO]
Skills: SFDC developer, Apex Coding, Lightning, Visualforce. IC role with Team Handling; Minimum 1
year of team lead experience.
JD:
 Salesforce Platform(Sales cloud & Service cloud); Works closely with Product Owners and
Business stakeholders to understand the requirements
 Mentor junior members in the team and lead the design discussions.
 Should have experience in Development, Configuration, Implementation and Support of
Salesforce CRM applications based on Apex
 Language and leveraging  Platform running in Cloud Computing Environments.
 Should work on the designing of custom objects, custom fields, role-based page layouts, custom
Tabs, custom reports, report folders, design of Visual Force Pages, Dashboards, Apex Classes,
Controllers & Triggers, VF Components and various other components as per the client and
application requirements.
 Should implement security and sharing rules at object, field, and record level for different users at
different levels of organization
 Should have knowledge of creating various profiles and configured the permissions based on the
organizational hierarchy.
 Should have Good experience in design and develop Apex Classes, Controller Classes, and
Apex Triggers for various functional needs in the application.
 Should involve in Unit Testing, Test Coverage and Code Review.
 Should have experience working with GITLab, Visual Studio code, Eclipse IDE and
salesforce Sandbox environments.
 Responsible for ensuring quality of their own work as well as the work of the development team
 Investigates new technologies and techniques and researches ongoing industry developments
 Development responsibilities include doing code review / bug analysis, analyzing development
and impacts.
",IT Software : Software Products & Services,IT-Software,sfdc,,Any Graduate,Full Time,,
725,ETL Developer,https://www.timesjobs.com/job-detail/net-developer-provost-solutions-hyderabad-secunderabad-4-to-5-yrs-jobid-qYpGZjN8rVFzpSvf__PLUS__uAgZw==&source=srp,.Net Developer,Provost Solutions,card_travel 4 to 5 yrs,₹ Rs 10.00 - 12.00 Lacs p.a.,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
Position :Senior Dot Net Developer
Experience : 4 to 5 Yrs of Experience
Location : Begumpet, Hyderabad
ORM -Entity Framework 1-6, nHibernate 1-5, Linq, 
ASP.NET, Web API 1-2, Web Services
.NET framework versions - .NET 3.5 – .NET 4.8
Languages  -   C#, Visual Basic .NET, F#, C++ .NET
Databases- SQL Server
Angular 8 or above
",IT Software : Software Products & Services,IT-Software,Dot Net Developer,,Any Graduate,Full Time,,
726,ETL Developer,https://www.timesjobs.com/job-detail/fullstack-developer-white-force-outsourcing-pvt-ltd-hyderabad-secunderabad-3-to-7-yrs-jobid-dpCrR1TDnahzpSvf__PLUS__uAgZw==&source=srp,FullStack Developer,White Force Outsourcing Pvt Ltd,card_travel 3 to 7 yrs,₹ Rs 6.00 - 10.00 Lacs p.a.,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        POSITION   Senior Laravel PHP full stack developerExp. 3   6 yearsLocation   Hyderabad/Secunderabad   ( Work From Office )Ability to Build Web Applications Using PHP Laravel Framework and APIsLaravel Php Framework   PHP   Backend Operations  SQL   PHP frameworks Laravel HTML5  CSS  JavaScript  SQLKnowledge of building and consuming REST APIRegardsPooja Associate Talent Acquisition 7898904707 pooja white force.in
	        ",IT Software : Software Products & Services,Manufacturing/Industrial,test,Software Developer/ Programmer,M.Sc. (Science),Full Time,,
727,ETL Developer,https://www.timesjobs.com/job-detail/druid-developer-best-infosystems-ltd-chennai-hyderabad-secunderabad-4-to-8-yrs-jobid-XamfbYWdazFzpSvf__PLUS__uAgZw==&source=srp,Druid Developer,"Best InfoSystems Ltd.
              			
            	(Jobs by this Company)",card_travel 4 to 8 yrs,₹ Rs 1.00 - 30.00 Lacs p.a.,"location_on Chennai (Tamil Nadu), Hyderabad/ Secunderabad (Andhra Pradesh)","
Job Description
Druid Developer

Experience in design and architecture of druid for large scale streaming data process systems.
Experience in setup and configuration of druid for production environments.
Experience in working with druid data modelling
Experience in performance tuning of druid configuration, query optimization
Experience in working with Kafka, Pulsar and druid for real time streaming data ingestion
Hands-on experience in monitor and troubleshooting of the issues
Experience in working with cloud platforms and Kubernetes
Good knowledge in Java

",IT Software : Software Products & Services,IT-Software,Application Programming,,Any Graduate,Full Time,,
728,ETL Developer,https://www.timesjobs.com/job-detail/design-developer-electrobrain-modern-technologies-pvt-ltd-gurgaon-hyderabad-secunderabad-mumbai-noida-greater-noida-pune-3-to-8-yrs-jobid-6NXb1QIqOINzpSvf__PLUS__uAgZw==&source=srp,Design Developer,Electrobrain modern technologies pvt ltd,card_travel 3 to 8 yrs,₹ Rs 3.20 - 5.75 Lacs p.a.,"location_on Gurgaon (Haryana), Hyderabad/ Secunderabad (Andhra Pradesh), Mumbai (Maharashtra), Noida/ Greater Noida (Uttar Pradesh), Pune (Maharashtra)","
Job Description
1. Design, Develop & Test hardware for Integrated variable speed Drive used for Brushless DC motor, Parament Magnet Synchronous Motor & Induction Motors control.
2. Design and develop motor controller board complying to Electromagnetic Interference & Compatibility standards as per International electrotechnical commission or Comit International Spcial des Perturbations Radiolectriques ( CISPR).
3. Experience in designing Digital & Analog mixed signal circuit.
4. Select & assess suitability and reliability of electronic components.
5. Design, debug, and test embedded software for motor control applications.
6. Interact with Customer, Software, and other Electronic Engineers to meet customer/system requirements
7. Prototype electronic circuits and document measurements and results
8. Review electrical documentation (Schematics, Assembly drawings, Bill Of Materials , Printed Circuit Board layouts, etc.)
9. Perform failure analysis of electronic circuits. Issue report on findings as well as recommendations on opportunities for continuous improvement
10. Interface with cross functional team such as Mechanical, Purchase, Quality.
11. Thermal design and heat sink selection. Enclosure design.
12. Contribute largely to Value Engineering projects driven based on cost as well as performance optimization.
13. Provide Regular updates to the Team & meet the Timelines prescribed for the projects.
",Production/Manufacturing/Maintenance/Packaging,Manufacturing/Industrial,"Design Engineering,Industrial Engineering",Vice President/ GM/ Head - Operations,Any Graduate,Full Time,,
729,ETL Developer,https://www.timesjobs.com/job-detail/php-developer-canvas-facilities-bengaluru-bangalore-chennai-delhi-ncr-hyderabad-secunderabad-mumbai-1-to-6-yrs-jobid-yYpsj__PLUS__ytH4dzpSvf__PLUS__uAgZw==&source=srp,Php Developer,Canvas Facilities,card_travel 1 to 6 yrs,₹ Rs 4.00 - 9.00 Lacs p.a.,"location_on Bengaluru/ Bangalore (Karnataka), Chennai (Tamil Nadu), Delhi/ NCR (Delhi), Hyderabad/ Secunderabad (Andhra Pradesh), Mumbai (Maharashtra)","
Job Description
Build a good knowledge of the PHP, HTML, CSS, JavaScript, Laravel Applications, Codelgniter, Development tools etc.
Should be a team player and ready to manage team in complex situations and environment.
Key Skills: Core PHP, HTML, CSS, JavaScript, Web application, Laravel, Codelgniter, JSON, jQuery, React js, GIT, XML Web technologies, MySQL, API, Interpersonal Skills, AWS.

-
Please apply online & our HR will get in touch with you.
-
Incase you are looking for a different profile, then please send your details on Whatsapp at 8586-06-2796
1. Name 
2. Location 
3. Skills
4. Expected Salary 
Send the above information on WhatsApp to 8586-06-2796
One of our HR Executive will call you.
",IT Software : Software Products & Services,"IT-Software, Software Services","Application Programming,Software Engineer,System Administration,System Analyst/Tech Architect",,Any Graduate,Full Time,,
730,ETL Developer,https://www.timesjobs.com/job-detail/full-stack-python-developer-sa-technologies-bengaluru-bangalore-hyderabad-secunderabad-6-to-8-yrs-jobid-G9iSt5Z4UjJzpSvf__PLUS__uAgZw==&source=srp,Full stack python developer,SA Technologies,card_travel 6 to 8 yrs,₹ Rs 11.00 - 20.00 Lacs p.a.,"location_on Bengaluru/ Bangalore (Karnataka), Hyderabad/ Secunderabad (Andhra Pradesh)","
Job Description
Accelerate your Cloud Transformation Journey with SA Technologies We are one of the fastest-growing Information Technology Consulting and technology solutions providers in the US with an extensive footprint in North America and globally. We simplify your business challenges with our smart solutions.
Position-1: Senior Software Engineer - IT – India
Exp: 5-8 Years
Location: Bangalore-Domlur [WFO]
Full-time
Client-  Dell
Payroll-  SA Technologies
 
",IT Software : Software Products & Services,IT-Software,Software Engineer,,Any Graduate,Full Time,,
731,ETL Developer,https://www.timesjobs.com/job-detail/senior-python-odoo-developer-rdp-workstations-pvt-ltd-hyderabad-secunderabad-5-to-7-yrs-jobid-LmVyWITrsV9zpSvf__PLUS__uAgZw==&source=srp,Senior Python/Odoo Developer,"rdp workstations pvt ltd
              			
            	(Jobs by this Company)",card_travel 5 to 7 yrs,₹ Rs 5.00 - 9.00 Lacs p.a.,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
Special Note: Please Apply through the below Link
https://rdpdotin/jobs/detail/senior-python-odoo-developer-260


We are looking for an experienced and talented Senior Odoo/Python Developer to join our IT company. As a Senior Odoo/Python Developer, you will be responsible for developing and maintaining high-quality software applications using the Odoo and Python frameworks.

In this role, you will be involved in all stages of the software development lifecycle, from requirements gathering and design to coding, testing, and deployment. You will work closely with cross-functional teams to understand business requirements and translate them into technical solutions that meet the needs of our customers.

The ideal candidate for this position will have a strong background in software development, with extensive experience in developing applications using Odoo and Python. You should be a creative problem-solver with excellent analytical and communication skills, as well as the ability to work collaboratively with cross-functional teams.

If you are passionate about technology and have a desire to work on challenging and innovative software projects, then we encourage you to apply for this exciting opportunity.


Special Note: Please Apply through the below Link
https://rdpdotin/jobs/detail/senior-python-odoo-developer-260


Responsibilities:

Design and develop software applications using the Odoo and Python frameworks, adhering to best practices and coding standards.
Collaborate with cross-functional teams to understand business requirements and translate them into technical solutions.
Develop custom modules and integrations within the Odoo platform to meet the needs of customers.
Participate in code reviews and ensure that code quality is maintained at a high standard.
Troubleshoot and debug issues that arise during development and testing.
Write and maintain technical documentation to support the software development lifecycle.
Stay up-to-date with the latest developments and trends in Odoo and Python development, and apply them to improve the software development process.
Mentor and train junior developers, providing guidance and support as needed.
Collaborate with project managers to ensure that software projects are delivered on time, within budget, and to the required quality standards.
Participate in Agile development processes, including sprint planning, daily stand-up meetings, and sprint retrospectives, to continuously improve the software development process.



Special Note: Please Apply through the below Link
https://rdpdotin/jobs/detail/senior-python-odoo-developer-260


Requirements:

Bachelor's degree in Computer Science, Information Technology, or related field.
At least 5 years of experience in software development, with a focus on developing applications using Odoo and Python.
Strong understanding of Object-Oriented Programming (OOP) principles and design patterns.
Extensive experience with the Odoo framework, including custom module development and integration.
Strong knowledge of Python programming language and related libraries.
Experience with relational databases such as PostgreSQL, MySQL, or Oracle.
Familiarity with web technologies such as HTML, CSS, JavaScript, and jQuery.
Understanding of software development methodologies such as Agile and Waterfall.
Experience with version control systems such as Git or SVN.
Excellent problem-solving and analytical skills, with the ability to work independently or as part of a team.



Special Note: Please Apply through the below Link
https://rdpdotin/jobs/detail/senior-python-odoo-developer-260


Compensation/Benefits:
1.Salary - Best in the Industry.
2.Incentive - Best in the Industry.
3.Medical Policy for the Candidate and Family.
4.Career Growth.


Special Note: Please Apply through the below Link
https://rdpdotin/jobs/detail/senior-python-odoo-developer-260
",IT Software : Software Products & Services,IT-Hardware/Networking,Odoo developer,Software Developer/ Programmer,Any Graduate,Full Time,,
732,ETL Developer,https://www.timesjobs.com/job-detail/data-governance-developer-ltimindtree-ltd-bengaluru-bangalore-chennai-delhi-hyderabad-secunderabad-pune-5-to-8-yrs-jobid-antt7LphyqNzpSvf__PLUS__uAgZw==&source=srp,Data Governance Developer,LTIMindtree Ltd.,card_travel 5 to 8 yrs,₹ As per Industry Standards,"location_on Bengaluru/ Bangalore (Karnataka), Chennai (Tamil Nadu), Delhi (Delhi), Hyderabad/ Secunderabad (Andhra Pradesh), Pune (Maharashtra)","
Job Description

Should have strong experience in Informatica EDC and AXON.
Preferred to have experience in Informatica IDQ.
Preferred to have experience in development projects and M&S projects.
Should have handled the development projects from requirement gathering, design, development, user acceptance and implementation.
Should have strong communication skills and client engagement skills.
Should have capability to own the deliverables independently and lead the team.

",IT Software : Software Products & Services,IT-Software,Software Engineer,Software Developer/ Programmer,"CA (Chartered Accountant), CS (Company Secretary), ICWA, M.Arch. (Architecture), M.Com. (Commerce), M.Ed. (Education), M.Pharm. (Pharmacy), M.Phil. (Philosophy), M.Sc. (Science), MA (Arts), MBA/ PGDM, MCA/ PGDCA, MD/ MS (Medicine), ME/ M.Tech./ MS (Engg/ Sciences), Master of Dental Surgery (MDS), ML/ LLM (Law) Any Graduate",Full Time,,
733,ETL Developer,https://www.timesjobs.com/job-detail/senior-java-developer-provost-solutions-hyderabad-secunderabad-7-to-8-yrs-jobid-rCboZudnjuFzpSvf__PLUS__uAgZw==&source=srp,Senior Java Developer,Provost Solutions,card_travel 7 to 8 yrs,₹ Rs 12.00 - 20.00 Lacs p.a.,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
Position : Java Developer
Experience : 7+Yrs of Experience
Languages : Java
Web Technologies : HTML, JavaScript, Ajax, CSS, XML
DataBase Softwares : MSSQL, PostGresSQL
FrameWorks : Spring, Spring Boot
ORM Tools : Hibernate
Distributed Technologies : SOAP & Restful Web Services .
",IT Software : Software Products & Services,IT-Software,Java Developer,,Any Graduate,Full Time,,
734,ETL Developer,https://www.timesjobs.com/job-detail/informatica-mdm-developer-ltimindtree-ltd-bengaluru-bangalore-chennai-delhi-hyderabad-secunderabad-pune-5-to-8-yrs-jobid-EHh97gs__PLUS__hX1zpSvf__PLUS__uAgZw==&source=srp,Informatica MDM Developer,LTIMindtree Ltd.,card_travel 5 to 8 yrs,₹ As per Industry Standards,"location_on Bengaluru/ Bangalore (Karnataka), Chennai (Tamil Nadu), Delhi (Delhi), Hyderabad/ Secunderabad (Andhra Pradesh), Pune (Maharashtra)","
Job Description

Responsible for End-to-End Development Activities in Informatica MDM
Informatica MDM Hub configurations - Data Mappings (Landing, staging and Base Objects), Data validation, Match and Merge rules.
Experience in defining and configuring landing tables, staging tables, base objects, lookups, query groups, custom queries, packages, foreign-key relationships
Expertise in Informatica MDM Hub Match and Merge Rules, Batch Jobs, and Batch Groups.
Experience working in Informatica MDM version 10.3 or Higher.
Should be able to configure Provisioning tool components
Extend support to Data Stewards to Improve Business processes
Assist in MDM support activities
Implement and support data loading to the MDM Application
Customise MDM Solution, create master data management solution using agile methodology
Experience in creating java code for User Exits and deploying in MDM Hub.
Good knowledge on SOAP UI and executing the APIs from SOAP UI.
Good knowledge on e360, IDD configuration, SIF framework and creating APS
Experience in Support process is an added advantage- Must have hands on experience in trouble shooting SQL queries
Expertise in SQL tuning specific to Oracle database SQL

",IT Software : Software Products & Services,IT-Software,Software Engineer,Software Developer/ Programmer,"CA (Chartered Accountant), CS (Company Secretary), ICWA, M.Arch. (Architecture), M.Com. (Commerce), M.Ed. (Education), M.Pharm. (Pharmacy), M.Phil. (Philosophy), M.Sc. (Science), MA (Arts), MBA/ PGDM, MCA/ PGDCA, MD/ MS (Medicine), ME/ M.Tech./ MS (Engg/ Sciences), Master of Dental Surgery (MDS), ML/ LLM (Law) Any Graduate",Full Time,,
735,DotNet Developer,https://www.timesjobs.com/job-detail/dotnet-developer-new-global-technologies-bengaluru-bangalore-chennai-hyderabad-secunderabad-mumbai-pune-0-to-3-yrs-jobid-ePG5rEUk3ONzpSvf__PLUS__uAgZw==&source=srp,Dotnet Developer,New Global Technologies,card_travel 0 to 3 yrs,₹ Rs 3.00 - 8.00 Lacs p.a.,"location_on Bengaluru/ Bangalore (Karnataka), Chennai (Tamil Nadu), Hyderabad/ Secunderabad (Andhra Pradesh), Mumbai (Maharashtra), Pune (Maharashtra)","
Job Description
1. Proven work experience in as a computer software engineer or software developer
2. Hands-on experience in designing interactive applications
3. Ability to develop software in C, C++, C#, Java or other selected languages
4. Excellent knowledge of Relational Databases, SQL and ORM technologies (JPA2, Hibernate)
5. Experience in developing web applications using at least one popular web framework (JSF, Wicket, GWT, and Spring MVC)
6. Experience with test-driven development
7. Mastery of software engineering tools
8. Ability to document requirements and specifications
9. Familiarity with software development methodology and release processes
10. Minimum Bachelor degree in Computer Science or Engineering
",IT Software : Software Products & Services,IT-Software,"Application Programming,Business/Systems Analysis,Client Server,Configuration/Release Mgmt","Configuration/ Release Manager, Tech Architect, Delivery Manager/ Head, Maintenance Engineer",Any Graduate,Full Time,,
736,DotNet Developer,https://www.timesjobs.com/job-detail/dotnet-developer-expro-informatics-india-private-limited-hyderabad-secunderabad-1-to-3-yrs-jobid-L2wGZS8li11zpSvf__PLUS__uAgZw==&source=srp,Dotnet Developer,expro informatics india private limited,card_travel 1 to 3 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Dotnet DeveloperBasic Details To contribute to Web Application development with a view to ensuring that all projects meet the required specifications.Positions: .Net DeveloperExperience : 1- 3 yearsLocation : HyderabadRole : IT Software - Application Programming and Design, MaintenanceQualification : BE/Btech/MCASkills & Qualifications: Strong Knowledge of OOPs and .Net fundamentals.Strong knowledge of C# and ASP.Net.Good experience on MS SQL Server 2008.Good experience on writing complex SQL queries.Sound Knowledge of WCF and Restful services.Must have working exposure on ASP .Net .Sound knowledge of JavaScript and AJAX
	        ",IT Software : Software Products & Services,"IT-Hardware/Networking, Telecom",Software Engineer,,MCA/ PGDCA BE/ B.Tech (Engineering),Full Time,,
737,DotNet Developer,https://www.timesjobs.com/job-detail/dotnet-developer-paradesi-solutions-private-limited-hyderabad-secunderabad-2-to-3-yrs-jobid-gA9Hr__SLASH__w2RJ5zpSvf__PLUS__uAgZw==&source=srp,Dotnet Developer,PARADESI SOLUTIONS PRIVATE LIMITED,card_travel 2 to 3 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Qualification Requirements:MSC/B.E/B.Tech (CSE/IT/ECE) with 2 to 3 years of experience with good academics records.Roles & Description:Design and/or development experience with .NET,MVC, ASP.NET, Rest API, Angular JS, Jquery, Java Script, HTML, SSRS Reports, Windows Forms and SQL Server in an n-tier architecture.Strong background in object oriented development techniques.Solution Design Patterns and Best Practices, e.g. SOA.Database design and development (Microsoft SQL Server).Experience with Web Services, WCF and Service Oriented Architecture a plus.Understanding of Software Development Life Cycle and Agile methodologies.Responsibilities:Involved in Design, Development, Coding, Customization, Configuration, Testing, and Deployment in support of Enterprise Packaged Solutions.
	        ",IT Software : Software Products & Services,Consulting Services,Software Engineer,,BE/ B.Tech (Engineering),Full Time,,
738,DotNet Developer,https://www.timesjobs.com/job-detail/dotnet-developer-kaarya-consulting-services-pvt-ltd-hyderabad-secunderabad-5-to-7-yrs-jobid-hCDIQBHiK2tzpSvf__PLUS__uAgZw==&source=srp,DotNet Developer,Kaarya Consulting Services Pvt Ltd,card_travel 5 to 7 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Skill DotNet DeveloperJob Description Around 5- 7 years of experience, with most recent experience in:Technologies: JS, JQuery, JS frameworks, C#/.NET, SQLExperience with Microsoft Back-end technologies: MS Web API, MS, MVC, WCFMethodology: Agile / ScrumExperience 5-7 years
	        ",IT Software : Software Products & Services,IT-Software,Software Engineer,,ME/ M.Tech./ MS (Engg/ Sciences) Any Graduate,Full Time,,
739,DotNet Developer,https://www.timesjobs.com/job-detail/sr-dotnet-developer-topnotch-soft-sol-india-pvt-ltd-hyderabad-secunderabad-4-to-7-yrs-jobid-mrqgcO6Q2Y9zpSvf__PLUS__uAgZw==&source=srp,Sr dotnet developer,Topnotch soft sol India pvt ltd,card_travel 4 to 7 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        The Software Engineer implements and maintains new or improved software products, procedures and techniques. Provides innovative and cost-effective engineering solutions according to the project technical objectives and timing. Keeps updated on software technology and process. Will with increasing experience and seniority supervise and mentor younger engineers, and participate in activities to define and implement frameworks and design practices, as well as knowledge sharing activities in the local and global community.Technical Skills RequiredFour ( ) years experience as a developer (lead developer would be a plus).Four ( ) years experience with C#.Net.Three ( ) years working with SQL Server 2008 preferred.Solid understanding of object-oriented programming (OOP) and computer science foundations,Such as memory management and low-level algorithm performance.Deep knowledge of the .NET 3.5/4.0 Framework, including Visual Studio 2008/2010, ASP.NET,ASMX and WCF Web Services, MVC2, MVC3, MVC4 and ADO.NET, Angular JS, Angular4/6, Azure, Aspose and telerik.Having knowledge or hands on experience in WPF is an added advantage.Strong knowledge of software implementation best practices.Strong experience designing and working with n-tier architectures (UI, Business Logic Layer,Data Access Layer) along with some experience with service-oriented architectures (SOA).Ability to design and optimize SQL Server 2008 stored proceduresPrefered Skill set RelationshipsReports to Software Project Manager or Product Manager.Essential Responsibilities and DutiesAnalyze, design, develop, maintain products and assist in their commercialization  in agreement with project technical and timing objectives.Assist in identifying and organizing requirements and producing specifications.Produce analyses and draw design conclusions based on those.Build prototypes, products and systems suitable for testing and may be required to set up and run lab simulations.Develop and execute unit tests to ensure and maintain source code quality.Provide timely corrective actions on all assigned defects and issues.Conduct and/or participate in technical reviews of requirements, specifications, designs, code and other artifacts. Ensure commitments are agreed, reviewed and met.Contribute to design standards and support design re-uses (best practices, etc.).Contributes to development plan by providing task estimates.Create and maintain product documentation (requirements, specification, design, development, integration, test procedures and results).Provide support and prepare technical documentation to field and/or customers in a timely fashion.Learn new skills and adopt new practices readily in order to develop innovative and low-cost products that maintain Clients technical leadership position.Apply and comply with the project development process as defined by the Project Manager.Maintain familiarity with Company technology, organization and business. Understand and provide technical solutions according to the Client strategy.Comply with applicable company policies, including Personnel, Quality System, and Health, Safety, and Environment standards and procedures.Competencies to be kept current:- Programming languages- Knowledge of industry development environments and frameworks- Product development & build process- Understanding of business strategy- Presentation skills- Review and design methods- Software estimation- Project management- Quality management- Agile and iterative development- Process implementation and improvement- Community involvement- Communication- Mentoring- Leadership- Good communication skillsEducation:UG - B.Tech/B.E. - Any SpecializationPG - M.Tech - Any Specialization, MCA, M.Sc - Any Specialization
	        ",IT Software : Software Products & Services,"IT-Hardware/Networking, Telecom",Application Programming,,Any Graduate,Full Time,,
740,DotNet Developer,https://www.timesjobs.com/job-detail/sr-dotnet-developer-w3softech-india-private-limited-hyderabad-secunderabad-10-to-12-yrs-jobid-CqJu8DzkdPNzpSvf__PLUS__uAgZw==&source=srp,Sr. DotNet Developer,W3Softech India Private Limited,card_travel 10 to 12 yrs,₹ As per Industry Standards,location_on Hyderabad/ Secunderabad (Andhra Pradesh),"
Job Description
		        Required skills: Latest technology stack (.Net framework 4.0 or higher, ASP.Net MVC/Core, Web API, SQL Server 2014 or higher) with best practices. Must have experience in the followings: Visual Studio 2017 or higher, Entity Framework, LINQ, jQuery, HTML5, CSS3, Bootstrap. Hands-on experience - Unobtrusive JavaScript, jQuery UI, JSON and XML. Enough experience to develop an ASP.NET MVC/EF project from scratch if needed. Knowledge of ASP.NET Web API and best practices for developing web services. Familiarity with Microsoft Azure environment. Helpful skills include Microsoft SQL Server SSIS/SSRS. Experience working in an Agile development environment. Excellent communication skills when explaining technical content, as well as communicating with non- technical users.Responsibilities: Gather and evaluate user requirements in collaboration with product owners. Design, develop, code, test, document, implement, support, and maintain new .NET web applications as well as changes/fixes/enhancements to existing .NET web applications. Actively participate in all aspects of new product development and enhancements to existing applications.
	        ",IT Software : Software Products & Services,"IT-Hardware/Networking, Telecom",Software Engineer,,MCA/ PGDCA BE/ B.Tech (Engineering),Full Time,,
